experiment,window,clusters,train_acc,val_acc
1,100,3,0.5604238258877434,0.6037958115183246
1,150,3,0.5832438238453276,0.6303494307027876
1,200,3,0.5918075050128903,0.6424083769633507
1,250,3,0.600250626566416,0.6480026195153896
1,300,3,0.6053310404127257,0.6567164179104478
