experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
2,100,"min-max-scaler (-1, 1)","(None, 100, 7)","(None, 3)",0.12480945242024066,0.3054660966857608,0.9478407516288757,0.9038400922775269
2,150,"min-max-scaler (-1, 1)","(None, 150, 7)","(None, 3)",0.10688743216942605,0.328822889461412,0.9823443562507629,0.9126777566337585
2,200,"min-max-scaler (-1, 1)","(None, 200, 7)","(None, 3)",0.07032925362173778,0.3606510087297518,0.9722763895988464,0.9169425964355469
2,250,"min-max-scaler (-1, 1)","(None, 250, 7)","(None, 3)",0.0741440093372496,0.3165197317307612,0.9703935980796814,0.9230504035949707
2,300,"min-max-scaler (-1, 1)","(None, 300, 7)","(None, 3)",0.061936726563152265,0.41457709978104473,0.976170539855957,0.922535240650177
