experiment,window,clusters,train_acc,val_acc
3,100,3,0.552927137442089,0.5245857104047813
3,150,3,0.5665403242787955,0.5366897676314717
3,200,3,0.571609098567818,0.5453804347826087
3,250,3,0.5767205056179775,0.548233695652174
3,300,3,0.5813316477033291,0.552610114192496
