experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
3,100,"min-max-scaler (-1, 1)","(None, 100, 7)","(None, 3)",0.23660216543357493,0.23924175439803763,0.9007440805435181,0.906139612197876
3,150,"min-max-scaler (-1, 1)","(None, 150, 7)","(None, 3)",0.17289981689672015,0.21983341513200697,0.9265108704566956,0.9133713841438293
3,200,"min-max-scaler (-1, 1)","(None, 200, 7)","(None, 3)",0.179071578729926,0.20286771752933655,0.9260039329528809,0.9198369383811951
3,250,"min-max-scaler (-1, 1)","(None, 250, 7)","(None, 3)",0.09812858809580964,0.30044699074729264,0.9582163095474243,0.9116848111152649
3,300,"min-max-scaler (-1, 1)","(None, 300, 7)","(None, 3)",0.12978289343865673,0.20630435072304862,0.9487990140914917,0.9196574091911316
